Time[min],Mass[mg],Temperature[degreeC],RH_target[%],RH_measured[%]
25.12,6.8807,100.1,0,0.54
25.15,6.8809,100.1,0,0.54
25.18,6.8812,100.1,0,0.54
25.22,6.8814,100.1,0,0.54
25.25,6.8816,100.2,0,0.54
25.28,6.8817,100.2,0,0.54
25.32,6.8821,100.2,0,0.54
25.35,6.8822,100.3,0,0.54
25.39,6.8824,100.3,0,0.54
25.42,6.8826,100.3,0,0.54
25.45,6.8828,100.3,0,0.54
25.49,6.883,100.3,0,0.54
25.52,6.8831,100.3,0,0.54
25.55,6.883,100.3,0,0.54
25.59,6.883,100.3,0,0.54
25.62,6.8829,100.3,0,0.54
25.66,6.8828,100.3,0,0.54
25.69,6.8827,100.3,0,0.54
25.72,6.8827,100.3,0,0.54
25.76,6.8826,100.3,0,0.54
25.79,6.8825,100.4,0,0.53
25.83,6.8825,100.4,0,0.54
25.86,6.8824,100.5,0,0.54
25.89,6.8824,100.4,0,0.54
25.93,6.8823,100.4,0,0.54
25.96,6.8823,100.4,0,0.54
26,6.8822,100.5,0,0.54
26.03,6.8822,100.5,0,0.54
26.06,6.8821,100.5,0,0.54
26.1,6.882,100.5,0,0.54
26.13,6.8819,100.5,0,0.54
26.16,6.8817,100.5,0,0.54
26.2,6.8815,100.5,0,0.54
26.23,6.8812,100.5,0,0.54
26.27,6.8808,100.5,0,0.54
26.3,6.8805,100.5,0,0.54
26.33,6.8801,100.5,0,0.54
26.37,6.8798,100.4,0,0.54
26.4,6.8797,100.4,0,0.54
26.44,6.8793,100.4,0,0.54
26.47,6.8791,100.2,0,0.54
26.5,6.879,100.3,0,0.54
26.54,6.8789,100.2,0,0.54
26.57,6.8789,100.2,0,0.54
26.6,6.8788,100.2,0,0.54
26.64,6.8787,100.2,0,0.54
26.67,6.8787,100.3,0,0.54
26.71,6.8786,100.3,0,0.54
26.74,6.8786,100.4,0,0.54
26.77,6.8785,100.4,0,0.54
26.81,6.8784,100.4,0,0.54
26.84,6.8784,100.4,0,0.54
26.87,6.8783,100.3,0,0.54
26.91,6.8783,100.3,0,0.54
26.94,6.8783,100.3,0,0.54
26.98,6.8783,100.2,0,0.54
27.01,6.8782,100.3,0,0.54
27.04,6.878,100.3,0,0.54
27.08,6.8778,100.3,0,0.54
27.11,6.8774,100.3,0,0.54
27.15,6.8771,100.2,0,0.54
27.18,6.8767,100.2,0,0.54
27.21,6.8764,100.1,0,0.53
27.25,6.8761,100.1,0,0.53
27.28,6.8758,100.1,0,0.53
27.31,6.8757,100.2,0,0.54
27.35,6.8757,100.1,0,0.53
27.38,6.8756,100.2,0,0.53
27.42,6.8756,100.2,0,0.54
27.45,6.8755,100.1,0,0.54
27.48,6.8755,100.1,0,0.54
27.52,6.8755,100.1,0,0.54
27.55,6.8756,100.1,0,0.54
27.59,6.8756,100.1,0,0.54
27.62,6.8755,100.1,0,0.54
27.65,6.8755,100.1,0,0.54
27.69,6.8754,100.1,0,0.54
27.72,6.8755,100,0,0.54
27.76,6.8758,100,0,0.54
27.79,6.8758,100,0,0.54
27.82,6.8758,100,0,0.54
27.86,6.8758,100,0,0.54
27.89,6.8757,99.9,0,0.54
27.92,6.8756,99.9,0,0.54
27.96,6.8756,99.9,0,0.54
27.99,6.8755,100,0,0.54
28.03,6.8755,100,0,0.54
28.06,6.8755,100,0,0.54
28.09,6.8755,99.9,0,0.54
28.13,6.8755,99.9,0,0.54
28.16,6.8755,99.9,0,0.54
28.2,6.8755,99.9,0,0.54
28.23,6.8755,99.9,0,0.54
28.26,6.8754,99.8,0,0.53
28.3,6.8753,99.8,0,0.54
28.33,6.8751,99.8,0,0.53
28.36,6.875,99.8,0,0.53
28.4,6.875,99.8,0,0.54
28.43,6.875,99.8,0,0.53
28.47,6.875,99.8,0,0.53
28.5,6.875,99.7,0,0.53
28.53,6.8752,99.8,0,0.54
28.57,6.8754,99.8,0,0.53
28.6,6.8755,99.9,0,0.53
28.64,6.8758,99.9,0,0.53
28.67,6.876,99.9,0,0.53
28.7,6.8762,99.9,0,0.54
28.74,6.8763,99.9,0,0.53
28.77,6.8765,99.8,0,0.53
28.8,6.8767,99.9,0,0.54
28.84,6.877,99.8,0,0.54
28.87,6.8773,99.9,0,0.54
28.91,6.8775,99.9,0,0.54
28.94,6.8777,99.9,0,0.54
28.97,6.8779,99.9,0,0.54
29.01,6.8781,99.9,0,0.54
29.04,6.8782,100,0,0.54
29.07,6.8784,100,0,0.54
29.11,6.8784,100,0,0.54
29.14,6.8784,100,0,0.54
29.18,6.8784,100,0,0.53
29.21,6.8783,100.1,0,0.53
29.24,6.8781,100.1,0,0.53
29.28,6.878,100.1,0,0.54
29.31,6.8778,100.1,0,0.53
29.35,6.8775,100.1,0,0.53
29.38,6.8771,100.1,0,0.54
29.41,6.8768,100.1,0,0.54
29.45,6.8764,100.1,0,0.53
29.48,6.8761,100.1,0,0.54
29.52,6.8758,100,0,0.54
29.55,6.8754,100,0,0.54
29.58,6.8751,100.1,0,0.53
29.62,6.8748,100,0,0.53
29.65,6.8744,100.1,0,0.54
29.68,6.8742,100.1,0,0.53
29.72,6.874,100.1,0,0.54
29.75,6.8737,100,0,0.54
29.79,6.8734,100,0,0.54
29.82,6.8734,99.9,0,0.54
29.85,6.8733,100,0,0.54
29.89,6.8733,100,0,0.54
29.92,6.8734,100,0,0.53
29.96,6.8735,100,0,0.53
29.99,6.8738,100,0,0.53
30.02,6.8739,99.9,0,0.53
30.06,6.8739,100,0,0.53
30.09,6.8739,100,0,0.53
30.12,6.8739,100,0,0.53
30.16,6.8739,100,0,0.53
30.19,6.8738,100,0,0.53
30.23,6.8738,100,0,0.53
30.26,6.8738,100,0,0.54
30.29,6.8737,100,0,0.54
30.33,6.8738,99.9,0,0.54
30.36,6.8737,100,0,0.54
30.4,6.8737,99.9,0,0.54
30.43,6.8739,99.9,0,0.54
30.46,6.874,99.9,0,0.53
30.5,6.874,99.9,0,0.53
30.53,6.8739,100,0,0.54
30.56,6.8737,99.9,0,0.54
30.6,6.8736,99.9,0,0.53
30.63,6.8735,99.9,0,0.53
30.67,6.8736,99.9,0,0.54
30.7,6.8737,99.9,0,0.54
30.73,6.8736,99.9,0,0.54
30.77,6.8737,99.9,0,0.53
30.8,6.8737,99.9,0,0.54
30.83,6.8738,99.9,0,0.54
30.87,6.8738,99.9,0,0.54
30.9,6.8738,99.9,0,0.54
30.94,6.8737,99.9,0,0.54
30.97,6.8737,100,0,0.54
31,6.8736,100,0,0.54
31.04,6.8735,100,0,0.54
31.07,6.8735,100,0,0.54
31.11,6.8734,100,0,0.54
31.14,6.8734,100,0,0.54
31.17,6.8733,99.9,0,0.54
31.21,6.8732,99.9,0,0.54
31.24,6.873,99.9,0,0.54
31.28,6.8731,99.9,0,0.54
31.31,6.8732,99.9,0,0.54
31.34,6.8731,100,0,0.54
31.38,6.8731,100,0,0.54
31.41,6.873,99.9,0,0.54
31.44,6.873,100,0,0.54
31.48,6.8731,99.9,0,0.54
31.51,6.8733,99.9,0,0.54
31.55,6.8735,99.9,0,0.54
31.58,6.8734,99.9,0,0.54
31.61,6.8733,100,0,0.54
31.65,6.8731,100,0,0.54
31.68,6.873,100,0,0.54
31.72,6.8729,100,0,0.54
31.75,6.8729,99.9,0,0.54
31.78,6.8731,99.9,0,0.54
31.82,6.8731,100,0,0.54
31.85,6.873,100,0,0.54
31.88,6.8728,100,0,0.54
31.92,6.8726,100,0,0.54
31.95,6.8725,100,0,0.54
31.99,6.8725,100,0,0.54
32.02,6.8726,100,0,0.54
32.05,6.8727,100,0,0.54
32.09,6.8725,100,0,0.54
32.12,6.8722,100,0,0.54
32.16,6.872,100,0,0.54
32.19,6.8719,100,0,0.54
32.22,6.872,100,0,0.54
32.26,6.8722,100,0,0.54
32.29,6.8722,100.1,0,0.54
32.32,6.8721,100.1,0,0.54
32.36,6.8719,100.1,0,0.54
32.39,6.8718,100.1,0,0.54
32.43,6.8718,100,0,0.54
32.46,6.8718,100,0,0.54
32.49,6.8718,100,0,0.54
32.53,6.8719,100,0,0.54
32.56,6.8719,100,0,0.54
32.59,6.8718,100,0,0.54
32.63,6.8717,100,0,0.54
32.66,6.8717,100.1,0,0.54
32.7,6.8717,100,0,0.54
32.73,6.8716,100,0,0.54
32.76,6.8716,100,0,0.54
32.8,6.8716,100,0,0.54
32.83,6.8715,100,0,0.54
32.87,6.8714,100,0,0.54
32.9,6.8714,100,0,0.54
32.93,6.8713,99.9,0,0.54
32.97,6.8712,100,0,0.54
33,6.8712,100,0,0.54
33.04,6.8713,100,0,0.54
33.07,6.8713,100.1,0,0.54
33.1,6.8713,100,0,0.54
33.14,6.8713,100.1,0,0.54
33.17,6.8713,100.1,0,0.54
33.2,6.8713,100.1,0,0.54
33.24,6.8713,100.2,0,0.54
33.27,6.8712,100.1,0,0.54
33.31,6.8714,100.1,0,0.54
33.34,6.8713,100.2,0,0.54
33.37,6.8712,100.1,0,0.54
33.41,6.871,100.1,0,0.54
33.44,6.871,100.1,0,0.54
33.48,6.871,100.1,0,0.54
33.51,6.871,100.1,0,0.54
33.54,6.871,100.1,0,0.54
33.58,6.871,100.1,0,0.54
33.61,6.8709,100.1,0,0.54
33.64,6.8706,100,0,0.54
33.68,6.8705,100,0,0.54
33.71,6.8706,99.9,0,0.54
33.75,6.8707,100,0,0.54
33.78,6.8707,100,0,0.54
33.81,6.8707,100,0,0.54
33.85,6.8707,100,0,0.54
33.88,6.8705,100,0,0.54
33.92,6.8705,100,0,0.54
33.95,6.8706,100,0,0.54
33.98,6.8707,100,0,0.54
34.02,6.8708,100.1,0,0.54
34.05,6.8708,100.1,0,0.54
34.08,6.8707,100.1,0,0.54
34.12,6.8706,100,0,0.54
34.15,6.8706,100.1,0,0.54
34.19,6.8706,100,0,0.54
34.22,6.8706,100,0,0.54
34.25,6.8708,100.1,0,0.54
34.29,6.8709,100.1,0,0.54
34.32,6.8707,100.2,0,0.54
34.35,6.8706,100.1,0,0.54
34.39,6.8706,100.1,0,0.54
34.42,6.8706,100.1,0,0.55
34.46,6.8706,100.1,0,0.54
34.49,6.8706,100.1,0,0.54
34.52,6.8705,100.2,0,0.54
34.56,6.8704,100.1,0,0.54
34.59,6.8703,100.1,0,0.54
34.63,6.8703,100.1,0,0.54
34.66,6.8702,100.1,0,0.54
34.69,6.8701,100.1,0,0.54
34.73,6.8702,100,0,0.54
34.76,6.8703,100.1,0,0.55
34.8,6.8702,100.1,0,0.55
34.83,6.8702,100.1,0,0.55
34.86,6.8702,100.1,0,0.56
34.9,6.8702,100.1,0,0.56
34.93,6.8703,100.1,0,0.56
34.96,6.8704,100,0,0.55
35,6.8704,100.1,0,0.54
35.03,6.8704,100,0,0.54
35.07,6.8703,100,0,0.56
35.1,6.8703,100,0,0.56
35.13,6.8703,100,0,0.55
35.17,6.8703,100.1,0,0.55
35.2,6.8704,100,0,0.56
35.24,6.8705,100,0,0.56
35.27,6.8705,100.1,0,0.56
35.3,6.8705,100,0,0.54
35.34,6.8704,100.1,0,0.56
35.37,6.8703,100,0,0.55
35.4,6.8703,100,0,0.55
35.44,6.8704,100,0,0.56
35.47,6.8704,100,0,0.56
35.51,6.8703,100.1,0,0.55
35.54,6.8702,100.1,0,0.56
35.57,6.8703,100.2,0,0.54
35.61,6.8703,100.1,0,0.54
35.64,6.8702,100.1,0,0.56
35.68,6.8701,100.1,0,0.55
35.71,6.8701,100.1,0,0.54
35.74,6.8701,100.1,0,0.55
35.78,6.8701,100.1,0,0.54
35.81,6.87,100.1,0,0.54
35.84,6.8699,100.2,0,0.56
35.88,6.8699,100.2,0,0.56
35.91,6.8699,100.2,0,0.56
35.95,6.8699,100.2,0,0.55
35.98,6.8699,100.2,0,0.55
36.01,6.8699,100.2,0,0.55
36.05,6.8698,100.1,0,0.54
36.08,6.8698,100.1,0,0.56
36.11,6.8697,100.1,0,0.55
36.15,6.8696,100.1,0,0.56
36.18,6.8696,100.1,0,0.56
36.22,6.8696,100.1,0,0.55
36.25,6.8696,100.1,0,0.56
36.28,6.8696,100.1,0,0.56
36.32,6.8695,100.1,0,0.56
36.35,6.8695,100.1,0,0.56
36.39,6.8694,100.1,0,0.56
36.42,6.8694,100.1,0,0.54
36.45,6.8694,100.1,0,0.56
36.49,6.8694,100.1,0,0.56
36.52,6.8694,100.1,0,0.55
36.56,6.8694,100,0,0.54
36.59,6.8693,100.1,0,0.55
36.62,6.8692,100.1,0,0.54
36.66,6.8692,100.1,0,0.55
36.69,6.8691,100.1,0,0.56
36.72,6.8691,100.1,0,0.55
36.76,6.869,100,0,0.56
36.79,6.8689,100,0,0.56
36.83,6.8689,100.1,0,0.56
36.86,6.8688,100.1,0,0.55
36.89,6.8688,100.1,0,0.56
36.93,6.8688,100.1,0,0.55
36.96,6.8687,100.1,0,0.56
37,6.8686,100.1,0,0.58
37.03,6.8686,100.1,0,0.57
37.06,6.8686,100,0,0.56
37.1,6.8686,100,0,0.56
37.13,6.8686,100,0,0.56
37.16,6.8686,100,0,0.56
37.2,6.8686,100,0,0.56
37.23,6.8686,100,0,0.56
37.27,6.8685,100,0,0.55
37.3,6.8685,100,0,0.56
37.33,6.8685,100.1,0,0.55
37.37,6.8685,100,0,0.56
37.4,6.8685,100.1,0,0.55
37.44,6.8685,100,0,0.55
37.47,6.8684,100,0,0.56
37.5,6.8684,100,0,0.57
37.54,6.8684,100,0,0.58
37.57,6.8684,100,0,0.57
37.6,6.8684,100,0,0.58
37.64,6.8685,100.1,0,0.56
37.67,6.8684,100.1,0,0.58
37.71,6.8684,100.1,0,0.58
37.74,6.8683,100,0,0.58
37.77,6.8683,100,0,0.58
37.81,6.8682,100,0,0.58
37.84,6.8682,100,0,0.58
37.87,6.8682,100,0,0.58
37.91,6.8682,100.1,0,0.58
37.94,6.8682,100.1,0,0.58
37.98,6.8682,100.1,0,0.58
38.01,6.8681,100.1,0,0.58
38.04,6.868,100,0,0.58
38.08,6.868,100.1,0,0.57
38.11,6.8679,100,0,0.57
38.15,6.8679,100,0,0.58
38.18,6.8679,100,0,0.58
38.21,6.8679,100,0,0.58
38.25,6.868,100.1,0,0.58
38.28,6.868,100,0,0.58
38.32,6.8681,100.1,0,0.58
38.35,6.868,100.1,0,0.58
38.38,6.868,100.1,0,0.58
38.42,6.8679,100.1,0,0.58
38.45,6.8678,100.1,0,0.57
38.48,6.8678,100,0,0.57
38.52,6.8677,100,0,0.58
38.55,6.8676,100,0,0.56
38.59,6.8676,100.1,0,0.56
38.62,6.8677,100.1,0,0.56
38.65,6.8677,100.1,0,0.56
38.69,6.8676,100,0,0.56
38.72,6.8676,100.1,0,0.56
38.76,6.8676,100.1,0,0.57
38.79,6.8675,100.1,0,0.57
38.82,6.8675,100.1,0,0.56
38.86,6.8675,100.1,0,0.56
38.89,6.8674,100,0,0.58
38.92,6.8673,100,0,0.57
38.96,6.8674,100,0,0.58
38.99,6.8674,100,0,0.57
39.03,6.8674,100,0,0.57
39.06,6.8674,100,0,0.58
39.09,6.8674,100.1,0,0.57
39.13,6.8674,100.1,0,0.57
39.16,6.8674,100.1,0,0.56
39.2,6.8673,100.1,0,0.56
39.23,6.8672,100,0,0.56
39.26,6.8672,100,0,0.56
39.3,6.8672,100,0,0.57
39.33,6.8672,100,0,0.58
39.36,6.8672,100.1,0,0.57
39.4,6.8672,100,0,0.57
39.43,6.8671,100,0,0.57
39.47,6.8672,100,0,0.56
39.5,6.8671,100,0,0.56
39.53,6.867,100.1,0,0.55
39.57,6.8669,100.1,0,0.57
39.6,6.8669,100.1,0,0.56
39.63,6.8668,100.1,0,0.56
39.67,6.8668,100,0,0.56
39.7,6.8667,100,0,0.56
39.74,6.8667,100,0,0.55
39.77,6.8668,100,0,0.55
39.8,6.8668,100,0,0.56
39.84,6.8668,100,0,0.55
39.87,6.8667,100,0,0.54
39.91,6.8667,100.1,0,0.55
39.94,6.8666,100,0,0.56
39.97,6.8666,100,0,0.55
40.01,6.8666,100,0,0.54
40.04,6.8666,99.9,0,0.54
40.08,6.8667,99.9,0,0.55
40.11,6.8667,100.1,0,0.55
40.14,6.8668,100,0,0.56
40.18,6.8668,100,0,0.56
40.21,6.8668,100,0,0.56
40.24,6.8667,100,0,0.56
40.28,6.8666,100,0,0.57
40.31,6.8666,100,0,0.57
40.35,6.8665,100,0,0.56
40.38,6.8665,99.9,0,0.58
40.41,6.8666,100,0,0.58
40.45,6.8668,100,0,0.58
40.48,6.8669,100,0,0.58
40.52,6.867,100,0,0.56
40.55,6.867,100,0,0.58
40.58,6.8669,100,0,0.56
40.62,6.8669,100,0,0.56
40.65,6.8668,99.9,0,0.56
40.68,6.8668,100,0,0.56
40.72,6.8668,100,0,0.55
40.75,6.8667,100,0,0.54
40.79,6.8667,100,0,0.54
40.82,6.8668,100,0,0.56
40.85,6.8668,100,0,0.56
40.89,6.8668,100.1,0,0.56
40.92,6.8668,100.1,0,0.56
40.96,6.8668,100.1,0,0.56
40.99,6.8668,100.1,0,0.55
41.02,6.8667,100,0,0.55
41.06,6.8668,100.1,0,0.55
41.09,6.8668,100,0,0.56
41.12,6.8667,99.9,0,0.56
41.16,6.8666,99.9,0,0.56
41.19,6.8666,99.9,0,0.55
41.23,6.8665,100,0,0.56
41.26,6.8665,100,0,0.56
41.29,6.8664,100,0,0.56
41.33,6.8664,100,0,0.56
41.36,6.8664,100,0,0.56
41.39,6.8663,100,0,0.56
41.43,6.8663,100,0,0.55
41.46,6.8662,100,0,0.55
41.5,6.8662,100,0,0.55
41.53,6.8662,100,0,0.54
41.56,6.8663,100,0,0.55
41.6,6.8662,100,0,0.56
41.63,6.8662,100,0,0.55
41.67,6.8661,100,0,0.54
41.7,6.8662,100,0,0.55
41.73,6.8662,100,0,0.55
41.77,6.8663,100,0,0.56
41.8,6.8663,100,0,0.55
41.84,6.8662,100,0,0.55
41.87,6.8661,100,0,0.55
41.9,6.866,100.1,0,0.56
41.94,6.8659,100,0,0.56
41.97,6.8659,100.1,0,0.56
42,6.8659,100.2,0,0.56
42.04,6.866,100.1,0,0.56
42.07,6.866,100.2,0,0.56
42.11,6.8659,100.1,0,0.57
42.14,6.8659,100.1,0,0.56
42.17,6.8657,100.1,0,0.57
42.21,6.8657,100.1,0,0.56
42.24,6.8657,100,0,0.56
42.28,6.8657,100,0,0.56
42.31,6.8657,100,0,0.56
42.34,6.8656,100,0,0.56
42.38,6.8655,100.1,0,0.55
42.41,6.8655,100.1,0,0.55
42.44,6.8656,100.2,0,0.56
42.48,6.8656,100.2,0,0.56
42.51,6.8656,100.1,0,0.56
42.55,6.8656,100.1,0,0.56
42.58,6.8654,100,0,0.56
42.61,6.8652,100,0,0.55
42.65,6.8651,100,0,0.56
42.68,6.8651,100,0,0.56
42.72,6.8652,100,0,0.56
42.75,6.8653,100,0,0.56
42.78,6.8652,100,0,0.55
42.82,6.8651,100.1,0,0.56
42.85,6.865,100.1,0,0.56
42.88,6.865,100.1,0,0.56
42.92,6.865,100.1,0,0.56
42.95,6.8651,100.1,0,0.55
42.99,6.865,100.1,0,0.56
43.02,6.8648,100.2,0,0.55
43.05,6.8647,100.1,0,0.55
43.09,6.8647,100.1,0,0.55
43.12,6.8647,100.1,0,0.56
43.15,6.8647,100.1,0,0.55
43.19,6.8649,100,0,0.56
43.22,6.8648,100.1,0,0.54
43.26,6.8649,100,0,0.55
43.29,6.865,100,0,0.56
43.32,6.865,100,0,0.56
43.36,6.865,100.1,0,0.56
43.39,6.865,100.1,0,0.56
43.43,6.8649,100.1,0,0.56
43.46,6.8648,100.1,0,0.56
43.49,6.8648,100,0,0.56
43.53,6.8648,100,0,0.55
43.56,6.8649,100,0,0.55
43.6,6.865,100,0,0.55
43.63,6.8649,99.9,0,0.55
43.66,6.8648,99.9,0,0.55
43.7,6.8647,99.9,0,0.55
43.73,6.8647,99.9,0,0.54
43.76,6.8649,100,0,0.55
43.8,6.8649,99.9,0,0.56
43.83,6.8647,99.9,0,0.54
43.87,6.8647,99.9,0,0.55
43.9,6.8646,99.9,0,0.55
43.93,6.8646,99.9,0,0.54
43.97,6.8646,99.9,0,0.55
44,6.8647,99.9,0,0.55
44.04,6.8647,99.9,0,0.54
44.07,6.8647,100,0,0.55
44.1,6.8646,100,0,0.54
44.14,6.8646,100,0,0.54
44.17,6.8646,100,0,0.54
44.2,6.8646,100,0,0.54
44.24,6.8646,100,0,0.56
44.27,6.8645,100,0,0.54
44.31,6.8645,100,0,0.54
44.34,6.8645,100,0,0.55
44.37,6.8646,99.9,0,0.55
44.41,6.8647,100,0,0.55
44.44,6.8648,100.1,0,0.55
44.47,6.8648,100.1,0,0.55
44.51,6.8648,100.1,0,0.55
44.54,6.8648,100.1,0,0.54
44.58,6.8647,100,0,0.55
44.61,6.8646,100,0,0.55
44.64,6.8646,99.9,0,0.55
44.68,6.8645,100,0,0.54
44.71,6.8644,100,0,0.55
44.74,6.8644,100,0,0.54
44.78,6.8644,100,0,0.55
44.81,6.8644,100,0,0.56
44.85,6.8643,100,0,0.55
44.88,6.8643,100,0,0.55
44.91,6.8643,99.9,0,0.55
44.95,6.8643,99.9,0,0.55
44.98,6.8643,99.9,0,0.55
45.02,6.8643,99.9,0,0.54
45.05,6.8642,100,0,0.55
45.08,6.8642,100,0,0.55
45.12,6.8641,100,0,0.54
45.15,6.8641,100,0,0.55
45.18,6.8642,100,0,0.56
45.22,6.8642,100,0,0.56
45.25,6.8642,100,0,0.55
45.29,6.8642,100,0,0.55
45.32,6.8642,100,0,0.56
45.35,6.8641,99.9,0,0.54
45.39,6.8641,100,0,0.55
45.42,6.864,100,0,0.54
45.46,6.864,100,0,0.54
45.49,6.8641,100.1,0,0.55
45.52,6.8641,100.1,0,0.54
45.56,6.8642,100.1,0,0.54
45.59,6.8642,100,0,0.55
45.62,6.8642,100,0,0.55
45.66,6.8642,99.9,0,0.54
45.69,6.8642,100,0,0.54
45.72,6.8643,100.1,0,0.54
45.76,6.8643,100.1,0,0.54
45.79,6.8643,100.1,0,0.54
45.83,6.8643,100.1,0,0.55
45.86,6.8643,100.1,0,0.54
45.89,6.8643,100.1,0,0.54
45.93,6.8644,100.1,0,0.55
45.96,6.8646,100.1,0,0.55
45.99,6.8646,100.1,0,0.56
46.03,6.8646,100.1,0,0.54
46.06,6.8645,100.1,0,0.54
46.1,6.8643,100.2,0,0.54
46.13,6.864,100.1,0,0.54
46.16,6.8638,100.1,0,0.54
46.2,6.8636,100.1,0,0.54
46.23,6.8633,100.1,0,0.54
46.26,6.863,100,0,0.54
46.3,6.8627,100,0,0.54
46.33,6.8625,100,0,0.55
46.36,6.8624,99.9,0,0.55
46.4,6.8623,100,0,0.54
46.43,6.8623,99.9,0,0.55
46.46,6.8623,99.8,0,0.55
46.5,6.8623,99.8,0,0.55
46.53,6.8623,99.7,0,0.54
46.57,6.8623,99.8,0,0.54
46.6,6.8623,99.8,0,0.54
46.64,6.8625,99.8,0,0.54
46.67,6.8626,99.9,0,0.56
46.7,6.8628,99.9,0,0.55
46.74,6.863,99.9,0,0.55
46.77,6.8633,99.9,0,0.55
46.8,6.8635,99.9,0,0.56
46.84,6.8638,99.9,0,0.55
46.87,6.864,99.9,0,0.55
46.9,6.8641,100,0,0.55
46.94,6.8641,100,0,0.54
46.97,6.8641,100,0,0.54
47.01,6.8641,100,0,0.54
47.04,6.864,100.1,0,0.55
47.08,6.864,100.1,0,0.55
47.11,6.8639,100.1,0,0.54
47.14,6.8638,100,0,0.54
47.18,6.8638,100.1,0,0.55
47.21,6.8638,100.1,0,0.55
47.24,6.8638,100,0,0.54
47.28,6.8638,100,0,0.54
47.31,6.8638,100,0,0.54
47.34,6.8639,100,0,0.54
47.38,6.8638,100.1,0,0.54
47.41,6.8638,100.1,0,0.54
47.44,6.8636,100.2,0,0.54
47.48,6.8633,100.1,0,0.55
47.51,6.8632,100,0,0.54
47.55,6.8631,100,0,0.54
47.58,6.8631,100,0,0.54
47.61,6.8631,100,0,0.54
47.65,6.8632,100,0,0.56
47.68,6.8633,100.1,0,0.56
47.71,6.8634,100,0,0.55
47.75,6.8635,100.1,0,0.56
47.78,6.8634,100.1,0,0.55
47.81,6.8634,100.1,0,0.55
47.85,6.8634,100.2,0,0.54
47.88,6.8633,100.2,0,0.54
47.92,6.8633,100.1,0,0.55
47.95,6.8633,100.1,0,0.54
47.98,6.8635,100.1,0,0.54
48.02,6.8637,100.1,0,0.54
48.05,6.8637,100.1,0,0.54
48.09,6.8635,100,0,0.55
48.12,6.8633,100.1,0,0.54
48.15,6.8632,100.1,0,0.54
48.19,6.8631,100.1,0,0.54
48.22,6.863,100.1,0,0.54
48.26,6.863,100.1,0,0.54
48.29,6.863,100.1,0,0.54
48.32,6.863,100.2,0,0.54
48.36,6.863,100.1,0,0.54
48.39,6.863,100.1,0,0.54
48.43,6.863,100.1,0,0.54
48.46,6.863,100.1,0,0.54
48.49,6.863,100.1,0,0.54
48.53,6.8629,100.1,0,0.54
48.56,6.8629,100.1,0,0.54
48.6,6.8629,100.1,0,0.55
48.63,6.863,100.1,0,0.54
48.66,6.8632,100.1,0,0.54
48.7,6.8634,100.1,0,0.54
48.73,6.8635,100.1,0,0.54
48.77,6.8633,100.2,0,0.55
48.8,6.8632,100.2,0,0.54
48.83,6.8629,100.2,0,0.54
48.87,6.8626,100.2,0,0.54
48.9,6.8624,100.1,0,0.54
48.93,6.8623,100.1,0,0.54
48.97,6.8622,100.1,0,0.54
49,6.8622,100.2,0,0.54
49.04,6.8622,100.1,0,0.54
49.07,6.8622,100.1,0,0.54
49.1,6.8622,100.1,0,0.54
49.14,6.8621,100.1,0,0.54
49.17,6.8621,100.1,0,0.54
49.2,6.8621,100.1,0,0.54
49.24,6.862,100.1,0,0.54
49.27,6.862,100.1,0,0.56
49.31,6.862,100.2,0,0.56
49.34,6.8622,100.2,0,0.54
49.37,6.8626,100.2,0,0.54
49.41,6.8627,100.2,0,0.54
49.44,6.8631,100.1,0,0.54
49.48,6.8632,100.1,0,0.54
49.51,6.8632,100.1,0,0.54
49.54,6.8632,100.1,0,0.54
49.58,6.8631,100.2,0,0.54
49.61,6.8631,100.2,0,0.54
49.64,6.863,100.2,0,0.54
49.68,6.8629,100.3,0,0.54
49.71,6.8626,100.3,0,0.54
49.75,6.8623,100.2,0,0.54
49.78,6.862,100.2,0,0.54
49.81,6.8617,100.2,0,0.54
49.85,6.8614,100.1,0,0.54
49.88,6.8611,100.1,0,0.54
49.91,6.8608,100.1,0,0.54
49.95,6.8605,100,0,0.54
49.98,6.8603,100,0,0.54
50.02,6.86,100,0,0.54
50.05,6.8599,99.9,0,0.54
50.08,6.8598,100,0,0.54
50.12,6.8598,100,0,0.54
50.15,6.8598,100,0,0.54
50.18,6.8598,99.9,0,0.54
50.22,6.8598,99.9,0,0.54
50.25,6.86,99.9,0,0.54
50.28,6.8602,99.9,0,0.54
50.32,6.8607,100,0,0.54
50.35,6.8608,100.1,0,0.54
50.38,6.8611,100.1,0,0.54
50.42,6.8614,100,0,0.54
50.45,6.8616,100,0,0.54
50.49,6.8618,100,0,0.54
50.52,6.8618,100,0,0.54
50.55,6.8619,100,0,0.54
50.59,6.8618,100.1,0,0.54
50.62,6.8619,100,0,0.54
50.66,6.8619,99.9,0,0.54
50.69,6.8619,100,0,0.54
50.72,6.8619,99.9,0,0.54
50.76,6.8618,99.9,0,0.54
50.79,6.8618,99.9,0,0.54
50.83,6.8618,99.8,0,0.54
50.86,6.8617,99.9,0,0.54
50.89,6.8617,100,0,0.54
50.93,6.8617,100.1,0,0.54
50.96,6.8615,100.1,0,0.54
50.99,6.8613,100.2,0,0.54
51.03,6.8611,100.1,0,0.54
51.06,6.8611,100.1,0,0.54
51.1,6.861,100,0,0.54
51.13,6.861,100,0,0.54
